Roman C Church,Roman Catholic
Roman Cathelic,Roman Catholic
R Cathlic,Roman Catholic
Roman Cathloic,Roman Catholic
Protestant I C,Church of Ireland
Presbytarian,Presbyterian
Protestant Church,Church of Ireland
Protestant Irish Church,Church of Ireland
Independent,Independent
Roman Church,Roman Catholic
Jew,Jewish
Salvation Army,Salvationist
Brethern,Plymouth Brethren
United Free Church of Scotland,United Free Church of Scotland
Uniterian,Unitarian
Ch of England,Church of England
Roman Catlick,Roman Catholic
Methodists,Methodist
C I,Church of Ireland
Non Subscribing Presbyterian,Non-Subscribing Presbyterian
Prespterian,Presbyterian
R Cathorlic,Roman Catholic
Presbyteran,Presbyterian
Moravian,Moravian
Presbyterian G A,Presbyterian
Christian Brethren,Christian Brethren
Pres,Presbyterian
R Chatolic,Roman Catholic
Roman Cathloc,Roman Catholic
R Catcholic,Roman Catholic
Roman Cathiloc,Roman Catholic
Presbyterin,Presbyterian
Roman Catolick,Roman Catholic
C Ireland,Church of Ireland
Christian Brethern,Christian Brethren
R Catolic,Roman Catholic
Episcopal,Church of Ireland
Presbyterian Ch,Presbyterian
Roman Catherlic,Roman Catholic
C of I,Church of Ireland
Church of Scotland,Church of Scotland
Roman Catho,Roman Catholic
R Cathlick,Roman Catholic
Irish Church Protestant,Church of Ireland
Presbytrian,Presbyterian
Romn Catholic,Roman Catholic
Old Church of Ireland,Church of Ireland
Roman Catholi,Roman Catholic
Roman Chatholic,Roman Catholic
Cathorlic,Roman Catholic
Roman Catholic C,Roman Catholic
Presbyterion,Presbyterian
Presbyterean,Presbyterian
Church of Irland,Church of Ireland
Jewish,Jewish
Prebysterian,Presbyterian
Romon Catholic,Roman Catholic
Episcopelian,Church of Ireland
Prysbeterian,Presbyterian
Chatolic,Roman Catholic
Catholic Religon,Roman Catholic
Roman Catlic,Roman Catholic
Roman Cathlice,Roman Catholic
Ch Ireland,Church of Ireland
R C Catholic,Roman Catholic
R Catholic C,Roman Catholic
Catholic C,Roman Catholic
Episcopal Church of Ireland,Church of Ireland
Cathlic,Roman Catholic
Prisbyterian,Presbyterian
The Church of Ireland,Church of Ireland
Plymouth Brethern,Plymouth Brethren
Protestant Church of England,Church of England
Babtist,Baptist
Catolic,Roman Catholic
Roman Cathelick,Roman Catholic
Episcopalian Church of Ireland,Church of Ireland
Church of I,Church of Ireland
Roma Catholic,Roman Catholic
Roman Catherlick,Roman Catholic
Church of Ireland Episcopalian,Church of Ireland
Presbyterian C,Presbyterian
Presby,Presbyterian
Roam Catholic,Roman Catholic
C Church,Roman Catholic
R Cath,Roman Catholic
Presbiterian,Presbyterian
Roman Cathilic,Roman Catholic
R Cathloic,Roman Catholic
United Free Church,United Free Church of Scotland
Romen Catholic,Roman Catholic
Presbetarian,Presbyterian
Rom Cath,Roman Catholic
Information Refused,Unknown
Rmn Catholic,Roman Catholic
Congregational Church,Congregationalist
Presbeyterian,Presbyterian
Plymouth Brethren,Plymouth Brethren
W Methodist,Wesleyan Methodist
Episcopalian Church,Church of Ireland
Roman Catholis,Roman Catholic
C E,Church of England
R C Religion,Roman Catholic
Salvationist,Salvationist
Roman Cat,Roman Catholic
Roman Cathole,Roman Catholic
Catcholic,Roman Catholic
Episcoplian,Church of Ireland
Protestant Episcopal,Church of Ireland
Catholick Church,Roman Catholic
Covenanter,Reformed Presbyterian
Church,295
R Cathelic,Roman Catholic
Jewess,Jewish
Baptist Church,Baptist
Roman Cathl,Roman Catholic
Cathlick,Roman Catholic
R Presbyterian,Reformed Presbyterian
Methodist New Connexion,Methodist New Connexion
Congregationlist,Congregationalist
Church of Eng,Church of England
Episcopalion,Church of Ireland
Independant,Independent
Roman,Roman Catholic
Presybterian,Roman Catholic
Roman Cathorlick,Roman Catholic
Presperterian,Presbyterian
Quaker,Quaker
Church of Irelan,Church of Ireland
Church Rome,Roman Catholic
Church of Ireld,Church of Ireland
Moravian Church,Moravian
Roman Catholick Church,Roman Catholic
Ron Catholic,Roman Catholic
Church of Ire,Church of Ireland
Curch Ireland,Church of Ireland
Methodest,Methodist
Member of Church of Ireland,Church of Ireland
Roman Cathoic,Roman Catholic
Episcopalian Protestant,Church of Ireland
Roman Cathic,Roman Catholic
Roman Catholic Ch,Roman Catholic
E Church,Church of England
Irish Curch,Church of Ireland
Presbytirian,Presbyterian
Protestant Episcopelian,Church of Ireland
Roman Cathc,Roman Catholic
Church of England Protestant,Church of England
R Cathiloc,Roman Catholic
Protestant Episcopal Church,Church of Ireland
Roman Catheolic,Roman Catholic
Ref Presbyterian,Reformed Presbyterian
Protestant Episcopalians,Church of Ireland
Rome Catholic,Roman Catholic
Church of Christ,Church of Christ
Catholic Curch,Roman Catholic
Presbyterien,Presbyterian
Prebyterian,Presbyterian
Prespertian,Presbyterian
A Roman Catholic,Roman Catholic
Roman Cathlock,Roman Catholic
Cathloic,Roman Catholic
Roman Catolice,Roman Catholic
Episcopalian Irish Church,Church of Ireland
R Catholic Ch,Roman Catholic
R Cathelick,Roman Catholic
Roman Catholoc,Roman Catholic
Presbeterian Church,Presbyterian
Free Church of Scotland,Free Church of Scotland
Roman Catholic's,Roman Catholic
Roman Caterlick,Roman Catholic
R Catlick,Roman Catholic
Refd Presbyterian,Reformed Presbyterian
Ch of I,Church of Ireland
Holy Roman Catholic,Roman Catholic
Catholic Ch,Roman Catholic
R Catherlic,Roman Catholic
I C Protestant,Church of Ireland
Roman Catrlick,Roman Catholic
Member of the Church of Ireland,Church of Ireland
Roman Cathalic,Roman Catholic
Church of God,Church of God
Catholice Church,Roman Catholic
Presbertian,Presbyterian
Congregationalists,Congregationalist
Primitive Methodist,Primitive Methodist
Methodist Ch,Methodist
Catherlick,Roman Catholic
R C C,Roman Catholic
Irish Presbyterian,Presbyterian
R Cathloc,Roman Catholic
Presbyternian,Presbyterian
Presbyn,Presbyterian
United Presbyterian,United Presbyterian
R Chatholic,Roman Catholic
Roman Catholik,Roman Catholic
Church off Ireland,Church of Ireland
Protestant I Church,Church of Ireland
Catholique,Roman Catholic
Curch of England,Church of England
Non Sub Presbyterian,Non-Subscribing Presbyterian
R Catholc,Roman Catholic
Cathelic,Roman Catholic
Prespiterian,Presbyterian
Catherlic,Roman Catholic
R Catherlick,Roman Catholic
Roman Catchlic,Roman Catholic
Roman Cathrolic,Roman Catholic
No Denomination,Non-denominational Christian
Cathelick,Roman Catholic
Roman Cathoc,Roman Catholic
Roman Catholic Curch,Roman Catholic
R Catolick,Roman Catholic
Established Church of Scotland,Church of Scotland
Roman Catholicks,Roman Catholic
Cathiloc,Roman Catholic
Cathlic Church,Roman Catholic
Independent Church,Independent
Free Church,Free Church of Scotland
Protestant C I,Church of Ireland
Roman Cathick,Roman Catholic
Unatarian,Unitarian
Chuch of Ireland,Church of Ireland
Roman Catholic Church of Rome,Roman Catholic
Irish Church Episcopalian,Church of Ireland
Presybeterian,Presbyterian
Irish Catholic,Roman Catholic
Prespetarian,Presbyterian
Unaterian,Unitarian
Presby Church,Presbyterian
Roman Cathiolic,Roman Catholic
Roman Catholic Religon,Roman Catholic
Roman Caiholic,Roman Catholic
Roman Cotholic,Roman Catholic
Church of Roam,Roman Catholic
C England,Church of England
Prsbyterian,Presbyterian
Roman Catholices,Roman Catholic
Episcopilian,Church of Ireland
Presbtyerian,Presbyterian
Roman Catholica,Roman Catholic
Presbytern,Presbyterian
Catlick,Roman Catholic
Roman C C,Roman Catholic
Protestant Episcopalian Church of Ireland,Church of Ireland
Pres Church,Presbyterian
Catholic Relig,Roman Catholic
Roman Cathlioc,Roman Catholic
R Cathol,Roman Catholic
Catholic Rom,Roman Catholic
Chatholic,Roman Catholic
Romin Catholic,Roman Catholic
Reformed Presbeterian,Reformed Presbyterian
Presbyteranean,Presbyterian
Presberterian,Presbyterian
Roman Cathlolic,Roman Catholic
Roman Catholac,Roman Catholic
C Religion,Roman Catholic
R Church,Roman Catholic
Presbyterranean,Presbyterian
Prisbeterian,Presbyterian
Roman Chatlic,Roman Catholic
Episcopalian I C,Church of Ireland
Irish Episcopal Church,Church of Ireland
Lutheran,Lutheran
Prespyterian Church,Presbyterian
Weslyan Methodist,Wesleyan Methodist
Methodist New Connection,Methodist New Connexion
Prysbterian,Presbyterian
?,Unknown
Baptists,Baptist
Protestant Church Ireland,Church of Ireland
Roaman Catholic,Roman Catholic
Church I,Church of Ireland
Bretheren,Plymouth Brethren
Church of Ired,Church of Ireland
Presbyerian,Presbyterian
Non-Subscribing Presbyterian,Non-Subscribing Presbyterian
Protestant Presbyterian,Presbyterian
Prespeterian Church,Presbyterian
R Cathalic,Roman Catholic
U F Church,United Free Church of Scotland
Protestant Ch of Ireland,Church of Ireland
Roman Cathlc,Roman Catholic
Church of Irel,Church of Ireland
Catholic Rel,Roman Catholic
Presbeterain,Presbyterian
Episcopalean,Church of Ireland
Roman Caterlic,Roman Catholic
R Cathlice,Roman Catholic
Presbyterrean,Presbyterian
Church of Irelad,Church of Ireland
Presbetrian,Presbyterian
Unitarian Church,Unitarian
Catolick,Roman Catholic
Church Irland,Church of Ireland
Presyterian,Presbyterian
Wesleyn Methodist,Wesleyan Methodist
Irish Ch,Church of Ireland
Established Church,Church of Ireland
Church of Ireland Episcopal,Church of Ireland
Protestant Episcoplian,Church of Ireland
Bresbyterian,Presbyterian
Society of Friend,Quaker
Roman Catherolic,Roman Catholic
Church of Iriland,Church of Ireland
Scotch Church,Church of Scotland
Roman R Catholic,Roman Catholic
Irish Protestant Church,Church of Ireland
Romain Catholic,Roman Catholic
Irish Presbyterian Church,Presbyterian
R Cathlock,Roman Catholic
Prebesterian,Presbyterian
Cathorlick,Roman Catholic
Church of Ireland Irish Church,Church of Ireland
Roman Catholic R,Roman Catholic
Church of Irela,Church of Ireland
Presbytearian,Presbyterian
Roman Catlolic,Roman Catholic
Presbeterion,Presbyterian
Prispeterian,Presbyterian
Presbetyrian,Presbyterian
Roman Catholio,Roman Catholic
Pryspeterian,Presbyterian
Rom Catholick,Roman Catholic
Epscoplian,Church of Ireland
Co England,Church of England
Prespyterain,Presbyterian
Roman Cattolic,Roman Catholic
R Catholick Church,Roman Catholic
Church of Engd,Church of England
Rc Catholic,Roman Catholic
Presbypterian,Presbyterian
Presbpterian,Presbyterian
Chur of Ireland,Church of Ireland
Christain,85
Rom Cathlic,Roman Catholic
Catolic Church,Roman Catholic
Presbyteriam,Presbyterian
Wesleyan Methodists,Wesleyan Methodist
Prespetrian,Presbyterian
Church of E,Church of England
E C,Church of England
Roman Cathotic,Roman Catholic
R Catholica,Roman Catholic
Wesley Methodist,Wesleyan Methodist
Church of Irld,Church of Ireland
Reformed Presbyterian Church,Reformed Presbyterian
Salvationest,Salvationist
Methodist C,Methodist
Prot Epis,Church of Ireland
Member Church of Ireland,Church of Ireland
Mithodist,Methodist
Presbeterin,Presbyterian
Roman Catohlic,Roman Catholic
Roman Catlice,Roman Catholic
R Catholic Curch,Roman Catholic
R Cathorlick,Roman Catholic
R Catholique,Roman Catholic
R Catholic R,Roman Catholic
R Catholices,Roman Catholic
Roman Cathlics,Roman Catholic
No Religion,Atheist
C R,Roman Catholic
R Cathilic,Roman Catholic
Presbysterian,Presbyterian
P Episcopalian,Church of Ireland
Episcopelion,Church of Ireland
Roman Ca,Roman Catholic
Members of the Church of Ireland,Church of Ireland
Roman Cathilick,Roman Catholic
R Catholic Religon,Roman Catholic
Presbytrain,Presbyterian
Presbaterian,Presbyterian
Presbyteria,Presbyterian
Roman Catholice Church,Roman Catholic
Church of Ird,Church of Ireland
Ro Catholick,Roman Catholic
C I Protestant,Church of Ireland
U F Church of Scotland,United Free Church of Scotland
R Catholi,Roman Catholic
Catholic Apostolic,Catholic Apostolic
Prespytarian,Presbyterian
Chatolic Church,Roman Catholic
Agnostic,Agnostic
Prot Episcopalian,Church of Ireland
Roman Cathoclic,Roman Catholic
Episcopolian,Church of Ireland
Protestant Episcopalion,Church of Ireland
Roman Calothic,Roman Catholic
R Catholis,Roman Catholic
Congregationist,Congregationalist
Jewish Religion,Jewish
Roman Catloic,Roman Catholic
Roman Catorlic,Roman Catholic
The Irish Church,Church of Ireland
Prespertain,Presbyterian
Episcopal Irish Church,Church of Ireland
Seceder,Seceder Presbyterian
Ronan Catholic,Roman Catholic
Brethren in Christ,Christian Brethren
Prespbyterian,Presbyterian
Medothist,Methodist
Roman Cathelice,Roman Catholic
Prespterion,Presbyterian
Catholicks,Roman Catholic
Roman Catholes,Roman Catholic
Presbeterrian,Presbyterian
Jews,Jewish
Ro C,Roman Catholic
Friends,Quaker
R Cathole,Roman Catholic
Church Ireland Protestant,Church of Ireland
R Caholic,Roman Catholic
Catholica,Roman Catholic
Presterian,Presbyterian
The Brethren,Christian Brethren
Ir Church,Church of Ireland
Non Subscribing Presbyterians,Non-Subscribing Presbyterian
Roman Catlock,Roman Catholic
Israelite,Jewish
Presbyterian Protestant,Presbyterian
Episcopalians,Church of Ireland
Cathlice,Roman Catholic
Prespreterian,Presbyterian
Episcopal Ch,Church of Ireland
Protestant Episcopal Church of Ireland,Church of Ireland
Roman Cathlic Church,Roman Catholic
Roman Cacholic,Roman Catholic
Roman R C,Roman Catholic
Prespeterion,Presbyterian
R Cathoic,Roman Catholic
Prespaterian,Presbyterian
Christian Known as Brethern,Christian Brethren
Roman Cathrlic,Roman Catholic
Presbyteren,Presbyterian
Presbyterrian Church,Presbyterian
Presbterain,Presbyterian
R Caterlick,Roman Catholic
Reformed Presby,Reformed Presbyterian
Prebsyterian,Presbyterian
Roman Ctholic,Roman Catholic
Presbeteryian,Presbyterian
Old Church Ireland,Church of Ireland
Church and Ireland,Church of Ireland
Unitarion,Unitarian
Rhoman Catholic,Roman Catholic
Catholic Chur,Roman Catholic
R Roman Catholic,Roman Catholic
Presbyterran,Presbyterian
Roman Catholic Rel,Roman Catholic
Catcholic Church,Roman Catholic
Chr of Ireland,Church of Ireland
R Catheolic,Roman Catholic
Presbterian Church,Presbyterian
Presbertain,Presbyterian
Christian Known as Brethren,Christian Brethren
Protestant C of I,Church of Ireland
R Cathlic Church,Roman Catholic
Prysbyterian,Presbyterian
C of Engd,Church of England
Protestant Epis,Church of Ireland
Unitarians,Unitarian
Roman Cathloce,Roman Catholic
Roman and Catholic,Roman Catholic
Presbytirean,Presbyterian
Friend,Quaker
Roman Catorlick,Roman Catholic
Presbytrean,Presbyterian
Catholic religion,Roman Catholic
Unknown,Unknown
Roman Caothlic,Roman Catholic
Methodist N C,Methodist New Connexion
Roman Catholic Denomination,Roman Catholic
Episcopalin,Church of Ireland
Roman Catolich,Roman Catholic
Roman Catholec,Roman Catholic
Cathoclic,Roman Catholic
R Catho,Roman Catholic
R Catchlic,Roman Catholic
Protestant of Church of Ireland,Church of Ireland
Free Thinker,Free Thinker
Lutherian,Lutheran
R Cathrolic,Roman Catholic
Presbyterian General Assembly,Presbyterian
Ch of Eng,Church of England
Methodist Wesleyan,Wesleyan Methodist
Presbytreian,Presbyterian
Congregationalst,Congregationalist
Prespeterin,Presbyterian
Catholice Religion,Roman Catholic
R C Clergyman,Roman Catholic
Independents,Independent
Preysbeterian,Presbyterian
Known as Brethren,Christian Brethren
R Cotholic,Roman Catholic
Roman Catochlic,Roman Catholic
Catholices,Roman Catholic
Christians,51
Roman Catholich,Roman Catholic
R Catcholice,Roman Catholic
Church of Ireland Protestant Episcopalian,Church of Ireland
Roman Catholic Thank God,Roman Catholic
Protestant Episcopn,Church of Ireland
Presbitarian,Presbyterian
Protestant Episcopalian Church,Church of Ireland
Roman Cathrlick,Roman Catholic
Presbyterenian,Presbyterian
Roman Chatolice,Roman Catholic
I C Church,Church of Ireland
R Catholic Relig,Roman Catholic
Preysbterian,Presbyterian
Chirch of Ireland,Church of Ireland
Prespertion,Presbyterian
General Assembly Presbyterian,Presbyterian
Moravion,Moravian
R Catholice Church,Roman Catholic
Rom Catholice,Roman Catholic
N S Presbyterian,Non-Subscribing Presbyterian
Prysterian,Presbyterian
Roman Cathoric,Roman Catholic
Ch England,Church of England
Rroman Catholic,Roman Catholic
Rom Catlick,Roman Catholic
Presn,Presbyterian
Romam Catholic,Roman Catholic
Roamin Catholic,Roman Catholic
R Catholic Rel,Roman Catholic
Presbryterian,Presbyterian
Cathorlic Church,Roman Catholic
Roman Catholck,Roman Catholic
Prespterian Church,Presbyterian
Scotland,Church of Scotland
Ro Catholice,Roman Catholic
Presbetarien,Presbyterian
Roman C Religion,Roman Catholic
R Catholigue,Roman Catholic
Seventh Day Adventist,Seventh Day Adventist
Roman Cathols,Roman Catholic
Roman Cathel,Roman Catholic
Cathilic,Roman Catholic
Reform Presbyterian,Reformed Presbyterian
Romane Catholic,Roman Catholic
Cathlick Church,Roman Catholic
P E Church,Church of Ireland
Rom Cathlick,Roman Catholic
Catheolic,Roman Catholic
C of Eng,Church of England
Protestant Episcopalian Irish Church,Church of Ireland
Brethern in Christ,Christian Brethren
Ih Church,Church of Ireland
Pryspterian,Presbyterian
Roman Cathlico,Roman Catholic
Catholic Apostolic Church,Catholic Apostolic
New Connexion Methodist,Methodist New Connexion
Rd Presbyterian,Reformed Presbyterian
Prespteran,Presbyterian
First Presbyterian,Presbyterian
Roman Cathlotic,Roman Catholic
Roman Cathilc,Roman Catholic
Presbyterian Secession,Seceder Presbyterian
Society Friends,Quaker
Roman Cathilock,Roman Catholic
Presbytian,Presbyterian
Church of Ir,Church of Ireland
Irish Episcopalian,Church of Ireland
Wesleyan Methodist Church,Wesleyan Methodist
Body of Christ,44
Weslyan,Wesleyan Methodist
Metodist,Methodist
Prespyterrian,Presbyterian
Roman Catelick,Roman Catholic
Church of Id,Church of Ireland
Cathiolic,Roman Catholic
R Catolic Church,Roman Catholic
Romean Catholic,Roman Catholic
C of Rome,Roman Catholic
Roman Cath Church,Roman Catholic
Catholic Profession,Roman Catholic
Presypterian,Presbyterian
Protestant Irish C,Church of Ireland
Cathlock,Roman Catholic
Roman Catholic Profession,Roman Catholic
Wes Methodist,Wesleyan Methodist
Presb,Presbyterian
Roman Catiloc,Roman Catholic
Reformed Pres,Reformed Presbyterian
Catholice Roman,Roman Catholic
Church Eng,Church of England
C C,Roman Catholic
Open Brethren,Christian Brethren
Presbyterian Curch,Presbyterian
U F Presbyterian,United Free Church of Scotland
Breathern,Plymouth Brethren
Roman Cathlik,Roman Catholic
Presbyterian Church in Ireland,Presbyterian
R Catlic,Roman Catholic
Roman Cathlo,Roman Catholic
United Free Church Scotland,United Free Church of Scotland
Presbytrin,Presbyterian
Episcopal C,Church of Ireland
Presbyt,Presbyterian
Pesbyterian,Presbyterian
Christian No Denomination,Non-denominational Christian
Prespeteran,Presbyterian
Church o Ireland,Church of Ireland
Church of Engld,Church of England
Roman Chatorlic,Roman Catholic
United Free Presbyterian,United Free Church of Scotland
Prof Episcopalian,Church of Ireland
Epscopalian,Church of Ireland
R Cath Church,Roman Catholic
Protestant C of Ireland,Church of Ireland
Church of Engl,Church of England
Presbeterian C,Presbyterian
Prestyterian,Presbyterian
Episcopelian Protestant,Church of Ireland
Catholick R,Roman Catholic
Presbyteranian,Presbyterian
Established Church of England,Church of England
Romas Catholic,Roman Catholic
Nonsubscribing Presbyterian,Non-Subscribing Presbyterian
Roman Chathlic,Roman Catholic
Member of Church Ireland,Church of Ireland
Presbyterian Church of Ireland,Presbyterian
Presbyterian Chur,Presbyterian
Jewes,Jewish
Ro Cathlic,Roman Catholic
R Catrlick,Roman Catholic
Open Brethern,Christian Brethren
Prespetarion,Presbyterian
Episcopal Protestant,Church of Ireland
R Cathc,Roman Catholic
Prispterian,Presbyterian
Cathlioc,Roman Catholic
R Cathlc,Roman Catholic
Roman Catloc,Roman Catholic
Catholic R C,Roman Catholic
Epis Church,Church of Ireland
Congregation,Congregationalist
R C Religon,Roman Catholic
Presberian,Presbyterian
Presbyterian's,Presbyterian
R Catholik,Roman Catholic
Romman Catholic,Roman Catholic
R Catholic Profession,Roman Catholic
Christian Breathern,Christian Brethren
Roming Catholic,Roman Catholic
R C Church of Rome,Roman Catholic
Presbterin,Presbyterian
Roman Chatolick,Roman Catholic
Prespyterien,Presbyterian
Unconverted,Unconverted
Rom Catholics,Roman Catholic
Rom Catcholic,Roman Catholic
Church of Ild,Church of Ireland
Roman Cartholic,Roman Catholic
Roman Catrlic,Roman Catholic
R Catholic Church of Rome,Roman Catholic
Roman Chalotic,Roman Catholic
Catherolic,Roman Catholic
Methidost,Methodist
Uniterain,Unitarian
Prot Church of Ireland,Church of Ireland
Episopalian,Church of Ireland
Old Irish Church,Church of Ireland
Protestant E C,Church of Ireland
Roman Cattholic,Roman Catholic
Presbeterean,Presbyterian
Protestant Episcopolian,Church of Ireland
Secession Church,Seceder Presbyterian
Roman Caetolic,Roman Catholic
R P Church,Reformed Presbyterian
R C Curch,Roman Catholic
Roman Catholic Franciscan Order,Roman Catholic
Presbyteran Church,Presbyterian
Presbyterian Body,Presbyterian
Christadelphian,Christadelphian
Catcholice,Roman Catholic
Presbytarion,Presbyterian
Non Sub Pres,Non-Subscribing Presbyterian
Prespeterians,Presbyterian
Roman Cathli,Roman Catholic
Roamn Catholic,Roman Catholic
Christian Called Brethren,Christian Brethren
Christian Bretheren,Christian Brethren
Presbytarean,Presbyterian
Roman Catcholice,Roman Catholic
Episcapalian,Church of Ireland
Wesleyan Church,Wesleyan Methodist
Protestant Episcopalian I C,Church of Ireland
Protestant Church of I,Church of Ireland
Independant Church,Independent
Anglican,Church of England
Presbyterions,Presbyterian
R Cathiolic,Roman Catholic
Indepent,Independent
Member of Society of Friends,Quaker
Member Church Ireland,Church of Ireland
Presbeterians,Presbyterian
Romen Cathlick,Roman Catholic
Church of Ireland St Marys Church,Church of Ireland
Prestbyterian,Presbyterian
Church Irish,Church of Ireland
Weslyn Methodist,Wesleyan Methodist
P Church of Ireland,Church of Ireland
Congerationalist,Congregationalist
R Catherolic,Roman Catholic
Church Roam,Roman Catholic
Prespytern,Presbyterian
U P Church,United Presbyterian
Romal Catholic,Roman Catholic
Presbtrian,Presbyterian
Presbyterinan,Presbyterian
Prespyterion,Presbyterian
Presbyteian,Presbyterian
Church Ireld,Church of Ireland
Presbeteran,Presbyterian
Christian Commonly Called Brethren,Christian Brethren
Protestant English Church,Church of England
Presbtyrian,Presbyterian
Christ Church,34
Ro C Church,Roman Catholic
Catholic Church of Rome,Roman Catholic
Methodst,Methodist
Non Sub Presby,Non-Subscribing Presbyterian
Cathalic,Roman Catholic
Church Ire,Church of Ireland
Irish Episcopal,Church of Ireland
Prespyteran,Presbyterian
Catherlick Church,Roman Catholic
Plymoth Brethern,Plymouth Brethren
R Catolice,Roman Catholic
Non Sectarian,Non-denominational Christian
P Methodist,Methodist
Presbytarien,Presbyterian
Episcipalian,Church of Ireland
Epicopalian,Church of Ireland
Presbyterranian,Presbyterian
Presbytereian,Presbyterian
Catholic Rm,Roman Catholic
Roamen Catholic,Roman Catholic
Methodism,Methodist
Prespbeterian,Presbyterian
U Presbyterian,United Presbyterian
R Cathloice,Roman Catholic
R Catolich,Roman Catholic
Church of Rome Roman Catholic,Roman Catholic
Prespeterain,Presbyterian
Roman Chatloic,Roman Catholic
R Chatolice,Roman Catholic
R Cathlick Church,Roman Catholic
Catholice R,Roman Catholic
Methodis,Methodist
Ireland,Church of Ireland
Church of Ingland,Church of England
Cathiloc Church,Roman Catholic
I Catholic,Roman Catholic
Rom Catolic,Roman Catholic
Irsh Church,Church of Ireland
Presberyterian,Presbyterian
Roman Catolic Church,Roman Catholic
Catholic Ro,Roman Catholic
Protestants Irish Church,Church of Ireland
Roman Cather,Roman Catholic
Cathloc,Roman Catholic
Unitarian Presbyterian,Unitarian
Weslayan Methodist,Wesleyan Methodist
Roman Cateholic,Roman Catholic
Cch of Ireland,Church of Ireland
Catholick Religion,Roman Catholic
Church of Ireland Church,Church of Ireland
Ch of Rome,Roman Catholic
Ro Catholic Church,Roman Catholic
Rom Cathol,Roman Catholic
R Catholic's,Roman Catholic
Roman Cathric,Roman Catholic
Prybesterian,Presbyterian
Roman Cathock,Roman Catholic
Weselyan Methodist,Wesleyan Methodist
Romen Catholice,Roman Catholic
Babtist Church,Baptist
Romans Catholic,Roman Catholic
High Church of England,Church of England
Roman Catlich,Roman Catholic
Roman Catrolic,Roman Catholic
Roman C Catholic,Roman Catholic
Catolich,Roman Catholic
Episcopal Church of Scotland,Episcopal Church of Scotland
Reman Catholic,Roman Catholic
Church of Ierland,Church of Ireland
Irish Church Episcopal,Church of Ireland
Roman Catholic Chur,Roman Catholic
Roman Catherloic,Roman Catholic
Catholic Prof,Roman Catholic
Chuch of England,Church of England
Romin Cathlic,Roman Catholic
Presbyterin Church,Presbyterian
Prispaterian,Presbyterian
United Free,United Free Church of Scotland
Roman Cholic,Roman Catholic
Church of Englan,Church of England
Christians Known as Brethren,Christian Brethren
Uneterian,Unitarian
Roman Cathe,Roman Catholic
No Profession,ERROR
A Catholic,Roman Catholic
Prespytrian,Presbyterian
Presbyeterian,Presbyterian
Roman Catholic Clergyman,Roman Catholic
Episcopelian Church,Church of Ireland
Irish Church of Ireland,Church of Ireland
Prespbterian,Presbyterian
Catloic,Roman Catholic
Roman Ch,Roman Catholic
Reformed Prespyterian,Reformed Presbyterian
Episcopial Church,Church of Ireland
Lutheran Church,Lutheran
Roman Cat?,Roman Catholic
Presbyt Church,Presbyterian
Reformed Presbyter,Reformed Presbyterian
C Brethern,Christian Brethren
Jewish Synagogue,Jewish
Apostolic Church,Catholic Apostolic
R Cathlioc,Roman Catholic
