occupation,count
Servant-Domestic,General Domestic Servant
Shop Porter,Shop Porter
No,No Occupation
Mendicant,Mendicant
Engineer,Engineer
French Polisher,French Polisher
Domestic General Servant,General Domestic Servant
Engine Fitter at Works,Engine Fitter
Domestic Servt,General Domestic Servant
Van Man,Vanman
Farmer Sister,Farmer's Sister
Sawyer,Sawyer
Carrier,Carrier
Reeler,Reeler
Millworker,Millworker
Coach Painter,Coach Painter
Wool Spinner,Wool Spinner
Retired Grocer,Retired Grocer
Builder,Builder
House Servant,General Domestic Servant
Brewery Labourer,Brewery Labourer
Road Contractor,Road Contractor
General Laborer,General Labourer
Washer Woman,Washerwoman
Railway Servant,Railway Servant
Telegraphist,Telegraphist
Slater,Slater
Groom Domestic Servant,Groom Domestic Servant
Fitter,Fitter
Gen Labourer,General Labourer
Linen Lapper,Linen Lapper
Fowl Dealer,Fowl Dealer
Music Teacher,Music Teacher
Iron Turner,Iron Turner
Game Keeper,Gamekeeper
Interest of Money,Interest on Money
Veiner,Veiner
Boarder,Boarder
Brick Layer,Bricklayer
Boiler Maker,Boilermaker
Hair Dresser,Hairdresser
Waiter,Waiter
Factory Girl,Factory Girl
Farm Servant Domestic,Farm Servant
Smith,Smith
Herdsman,Herdsman
Monitress,Monitress
Houskeeper,Housekeeper
Insurance Agent,Insurance Agent
Civil Engineer,Civil Engineer
Publican and Farmer,Publican and Farmer
Coach Man,Coachan
Dairyman,Dairyman
Labourer in Iron Works,Iron Works Labourer
Stonecutter,Stonecutter
Shipwright,Shipwright
Butler,Butler
Nothing,No Occupation
Linen Spinner,Linen Spinner
Railway Guard,Railway Guard
Parlour Maid Domestic Servant,Parlourmaid Domestic Servant
Fisher Man,Fisherman
Lace Worker,Lace Worker
Annuity,Annuitant
Clergyman,Clergyman
Grocer Assistant,Grocer's Assistant
F Daughter,Farmer's Daughter
Dress-Maker,Dressmaker
Seamster,Seamster
Grocers Porter,Grocer's Porter
Scholar's,Scholar
House Holder,Householder
Telegraph Messenger,Telegraph Messenger
Boot and Shoemaker,Cobbler
Labourers Son,Labourer's Son
G Labourer,General Labourer
Traveller,Traveller
Farm Laborer,Agricultural Labourer
Annuitant,Annuitant
Farmer and Publican,Publican and Farmer
Shop Girl,Shop Girl
Householder,Householder
Gentleman,Gentleman
Mechanic,Mechanic
Tinsmith,Tinsmith
General House Work,General Domestic Servant
Agricl Labourer,Agricultural Labourer
Dairy Man,Dairyman
Hairdresser,Hairdresser
Private,Private
Genl Servant Domestic,General Domestic Servant
Hous Keeper,Housekeeper
Parish Priest,Parish Priest
Post Boy,Post Boy
Steward,Steward
Assistant Housekeeper,Assistant Housekeeper
Barman,Barman
Bar Maid,Barmaid
Pork Butcher,Pork Butcher
Watchmaker,Watchmaker
Printer Compositor,Compositor
Law Clerk,Law Clerk
No Trade,No Occupation
House Keeper Domestic,Housekeeper
Asylum Attendant,Asylum Attendant
Green Grocer,Greengrocer
Machine Boy,Machine Boy
Labourer Genl,General Labourer
Scholer,Scholar
General Servant - Domestic,General Domestic Servant
Labourer (General),General Labourer
Parlour Maid,Parlourmaid Domestic Servant
General Dealer,General Dealer
Assistant House Keeper,Assistant Housekeeper
Horse Trainer,Horse Trainer
Cottier,Cottier
Farmers Mother,Farmer's Mother
Bricklayers Labourer,Bricklayer's Labourer
Tram Conductor,Tram Conductor
House keeper,Housekeeper
Yarn Reeler,Yarn Reeler
Farmer and Fisherman,Farmer and Fisherman
Barber,Barber
Schollars,Scholar
Pensioner,Pensioner
Hotel Keeper,Hotel Keeper
Sister of Charity,Nun
Agril Labourer,Agricultural Labourer
Labourer's Daughter,Labourer's Daughter
Naval Pensioner,Naval Pensioner
Upholsterer,Upholsterer
HouseKeeper,Housekeeper
Lodger,Lodger
Railway Signalman,Railway Signalman
Photographer,Photographer
Schooler,Scholar
Schoolboy,Scholar
Mariner,Mariner
Gamekeeper,Gamekeeper
Agricultural Labr,Agricultural Labourer
Basket Maker,Basket Maker
Servant General,General Domestic Servant
Horse Dealer,Horse Dealer
Provision Merchant,Provision Merchant
Sprigger,Sprigger
Agriculture Labourer,Agricultural Labourer
Linen Finisher,Linen Finisher
Flesher,Flesher
Farmer Brother,Farmer's Brother
Railway Engine Driver,Railway Engine Driver
Provision Dealer,Provision Dealer
Commission Agent,Commission Agent
Agl. Labourer,Agricultural Labourer
Farmer and Carpenter,Farmer and Carpenter
Spinner in Mill,Mill Spinner
?,Unknown
"General Servant, Domestic",General Domestic Servant
Bleacher,Bleacher
F Son,Farmer's Son
Creamery Manager,Creamery Manager
Garden Labourer,Garden Labourer
Journalist,Journalist
General Merchant,General Merchant
Coal Porter,Coal Porter
No Scholar,Scholar
Draper Assistant,Draper's Assistant
Fancy Box Maker,Fancy Box Maker
Baby,Infant
Typist,Typist
Care Taker,Caretaker
Book Binder,Bookbinder
Land Owner,Land Owner
Ploughman,Ploughman
Stationer,Stationer
Bank Official,Bank Official
Flax Rougher,Flax Rougher
Wine Porter,Wine Porter
Farmer's Servant,Farm Servant
Kitchen Maid,Kitchen Maid
Farmer's,Farmer
Land Agent,Land Agent
Master Mariner,Master Mariner
Grocer and Publican,Grocer and Publican
Laundry Worker,Laundry Worker
Farmer and Shopkeeper,Farmer and Shopkeeper
Domestic Work,General Domestic Servant
Nurse Domestic,Nurse Domestic Servant
Corporation Labourer,Corporation Labourer
Landress,Landress
Housework,Housework
Flax Spreader,Flax Spreader
Knitting,Knitter
Flax Scutcher,Flax Scutcher
Vest Maker,Vest Maker
Labour General,General Labourer
N.S. Teacher,National School Teacher
Taylor,Tailor
Labourer's Son,Labourer's Son
Yarn Spinner,Yarn Spinner
Postmistress,Postmistress
Bread Server,Breadserver
Cattle Drover,Cattle Drover
Cook Domestic Servt,Cook Domestic Servant
Labourer Agrl,Agricultural Labourer
Not Employed,No Occupation
Agrl. Labourer,Agricultural Labourer
Waitress,Waitress
Inmate,Inmate
Working on Farm,Agricultural Labourer
Farmer and Grocer,Farmer and Grocer
Wash Woman,Washerwoman
Farm Assistant,Farm Assistant
Farmers Widow,Farmer's Widow
Vanman,Vanman
Schoolars,Scholar
Quarry Labourer,Quarry Labourer
House Keeper Domestic Servant,Housekeeper
Constable R.I.C,Police Constable
Married Woman,Housewife
Carpenter Master,Master Carpenter
Farmer and Shop Keeper,Farmer and Shopkeeper
Spinner Flax,Flax Spinner
Shop-Keeper,Shopkeeper
General Servant Dom,General Domestic Servant
Bank Manager,Bank Manager
Carpenter and Farmer,Farmer and Carpenter
Vintner,Vintner
Shirt Factory Worker,Shirt Factory Worker
Fruit Dealer,Fruit Dealer
Pig Buyer,Pig Buyer
Tea Agent,Tea Agent
Laundry Maid,Laundry Maid
Gardner Domestic Servant,Gardener Domestic Servant
Station Master,Railway Stationmaster
Hawker,Hawker
Gardiner,Gardener
Saleswoman,Saleswoman
Servant (Domestic),General Domestic Servant
Gentlewoman,Gentlewoman
Police Pensioner,Police Pensioner
Doffer,Doffer
Hem Stitcher,Hemstitcher
Labourers,General Labourer
Shirt Cutter,Shirt Cutter
Labourer Quay,Quay Labourer
Weaver (Linen),Linen Weaver
Winder in Factory,Factory Winder
Labourer Agl,Agricultural Labourer
Labourer (Farm),Agricultural Labourer
Room Keeper,Roomkeeper
Shopman,Shopman
Folder,Folder
Carpenter Unemployed,Unemployed Carpenter
Coast Guard,Coast Guard
Small Farmer,Farmer
Housekeeper Domestic,Housekeeper
Ag Labourer,Agricultural Labourer
Nun,Nun
Ironmonger,Ironmonger
Drapers Apprentice,Apprentice Draper
Retired Servant,Retired Servant
Chemist,Chemist
Collier,Collier
Beggar,Beggar
Shirtmaker,Shirtmaker
Ship Yard Labourer,Shipyard Labourer
Box Maker,Boxmaker
Pig Dealer,Pig Dealer
Brass Finisher,Brass Finisher
Railway Ganger,Railway Ganger
Merchant Tailor,Merchant Tailor
Publican and Grocer,Grocer and Publican
Labourer-General,General Labourer
Mill Labourer,Mill Labourer
Coal Merchant,Coal Merchant
Midwife,Midwife
Housemaid Domestic,Housemaid
Housemaid-Domestic Servant,Housemaid
Stoker,Stoker
Shoe-Maker,Shoemaker
Butler Domestic Servant,Butler Domestic Servant
Farmer's Mother,Farmer's Mother
Linen Merchant,Linen Merchant
Agr. Labourer,Agricultural Labourer
Grocers Apprentice,Apprentice Grocer
Hemsticher,Hemsticher
Draperess,Draperess
A Scholar,Scholar
Labourer Gen,General Labourer
Moulder,Moulder
A Labourer,General Labourer
Farrier,Farrier
Warehouseman,Warehouseman
Hotel Proprietor,Hotel Proprietor
Coachman-Domestic Servant,Coachman Domestic Servant
D Servant,General Domestic Servant
Flax Reeler,Flax Reeler
Pensioner R.I.C,Police Pensioner
Poulterer,Poulterer
Atending School,Scholar
Embroider,Embroiderer
Jeweller,Jeweller
Brush Maker,Brushmaker
Farmers Nephew,Farmer's Nephew
Private Means,Private Means
Car Man,Car Man
House - Keeper,Housekeeper
General Domestic,General Domestic Servant
Letter Carrier,Letter Carrier
Farmer's Widow,Farmer's Widow
Farmers son,Farmer's Son
Linen Bleacher,Linen Bleacher
Assistant in Shop,Shop Assistant
Assistant Farmer,Assistant Farmer
Book-Keeper,Bookkeeper
Widow,Widow
Apprentice Carpenter,Apprentice Carpenter
Office Boy,Office Boy
Tobacconist,Tobacconist
Shop Keeper and Farmer,Farmer and Shopkeeper
Farmer Retired,Retired Farmer
Wood Turner,Wood Turner
Ship Carpenter,Ship Carpenter
Agricul Labourer,Agricultural Labourer
Salesman,Salesman
Master Tailor,Master Tailor
Kitchen Maid Domestic Servant,Kitchen Maid Domestic Servant
R.I.C. Pensioner,Police Pensioner
House Maid Domestic,Housemaid
Reeler in Mill,Mill Reeler
General-Domestic Servant,General Domestic Servant
Rivetter,Rivetter
R.I.C Pensioner,Police Pensioner
Pauper,Pauper
Electrician,Electrician
Housekeeper Domestic Servant,Housekeeper
Farmer and Blacksmith,Farmer and Blacksmith
Post Office Assistant,Post Office Assistant
Annuities,Annuitant
Constable R I C,Police Constable
Land Holder,Landholder
Packer,Packer
Linen Yarn Winder,Linen Yarn Winder
Carpenter and Joiner,Carpenter and Joiner
Labourer Wife,Labourer's Wife
Retired Farmers Wife,Retired Farmer's Wife
Bookkeeper,Bookkeeper
Spirit Grocer,Spirit Grocer
Ship Wright,Shipwright
Lacemaker,Lacemaker
Telegraph Clerk,Telegraph Clerk
Engine Cleaner,Engine Cleaner
Stable Boy,Stableboy
G Servant,General Domestic Servant
Scoller,Scoller
Soldiers Wife,Soldier's Wife
Dressmaking,Dressmaker
Sister,Nun
Sticher,Sticher
Retired Teacher,Retired Teacher
Mistress,Mistress
Boilermaker,Boilermaker
Farmers Niece,Farmer's Niece
N. Teacher,National School Teacher
Factory,Factory Worker
Unknown,Unknown
Railway Milesman,Railway Milesman
Domestic Servant Unemployed,Unemployed Domestic Servant
Watch Maker,Watchmaker
Dairymaid,Dairymaid
Clerk in Holy Orders,Clerk in Holy Orders
Machenist,Machinist
Farm-Servant,Farm Servant
Laborour,General Labourer
Boat Man,Boatman
Labourer Dock,Dock Labourer
Scolars,Scholar
Labouer,General Labourer
Mechanical Engineer,Mechanical Engineer
Civil Bill Officer,Civil Bill Officer
Genl Servt Domestic,General Domestic Servant
Gl Labourer,General Labourer
Hotel Porter,Hotel Porter
Store Keeper,Storekeeper
Bread Van Driver,Bread Van Driver
Drapery Assistant,Draper's Assistant
Catholic Curate,Catholic Curate
Private Income,Private Income
Clark,Clerk
Gas Labourer,Gas Labourer
Solicitors General Clerk,Solicitor's General Clerk
Tenant Farmer,Tenant Farmer
Shipyard Labourer,Shipyard Labourer
Presentation Nun,Presentation Nun
General Labourer Unemployed,Unemployed General Labourer
Tobacco Spinner,Tobacco Spinner
Railway Fireman,Railway Fireman
Factory Labourer,Factory Labourer
Cashier,Cashier
Monitor,Monitor
General Domestic Servt,General Domestic Servant
Pawnbroker,Pawnbroker
Coachman Domestic,Domestic Coachman
Artist,Artist
Char-Woman,Charwoman
F Labourer,Agricultural Labourer
Auctioneer,Auctioneer
Retired Draper,Retired Draper
Shopkeeper and Farmer,Farmer and Shopkeeper
Shop Boy,Shop Boy
Coach Smith,Coachsmith
Agric Labourer,Agricultural Labourer
N. S. Teacher,National School Teacher
Prostitute,Prostitute
Domestic Servant (General),General Domestic Servant
Laberour,General Labourer
Dairy Keeper,Dairy Keeper
Tram Driver,Tram Driver
Domestic Servant Housemaid,Housemaid
Retired Domestic Servant,Retired Domestic Servant
Solicitors Clerk,Solicitor's Clerk
Miner,Miner
Assurance Agent,Assurance Agent
R I C Pensioner,Police Pensioner
Hackney Car Driver,Hackney Car Driver
Cambrick Weaver,Cambric Weaver
House Keeper at Home,Housekeeper
Shop Messenger,Shop Messenger
Nailor,Nailor
Roomkeeper,Roomkeeper
Vice Folder,Vice Folder
Navvy,Navvy
Electrical Engineer,Electrical Engineer
Gate Keeper,Gatekeeper
Paper Bag Maker,Paper Bag Maker
Agent,Agent
Post Office Clerk,Post Office Clerk
Post Mistress,Postmistress
Doffer in Mill,Mill Doffer
N S Teacher,National School Teacher
Gas Fitter,Gas Fitter
Smiths Helper,Smiths Helper
Farmer's Niece,Farmer's Niece
Bookbinder,Bookbinder
Shop-Assistant,Shop Assistant
Trained Nurse,Trained Nurse
Marine Engineer,Marine Engineer
Sales Woman,Saleswoman
Labourer on Farm,Agricultural Labourer
Labourer Unemployed,Unemployed Labourer
Stocking Knitter,Stocking Knitter
"Cook, Domestic Servant",Cook Domestic Servant
Servant Boy,Servant Boy
Farm Servent,Farm Servant
Seamstres,Seamstress
Cannot read,ERROR
Sexton,Sexton
Wine Merchant,Wine Merchant
Domestic Servant Coachman,Coachman Domestic Servant
Licensed Publican,Licensed Publican
Car Proprietor,Car Proprietor
Pilot,Pilot
Labourer in Ship Yard,Shipyard Labourer
Mercantile Clerk,Mercantile Clerk
Methodist Minister,Methodist Minister
News Agent,Newsagent
Slater and Plasterer,Slater and Plasterer
Architect,Architect
Postmaster,Postmaster
Scohlar,Scholar
Carpenter Apprentice,Apprentice Carpenter
Linen Reeler,Linen Reeler
Agricult Labourer,Agricultural Labourer
Works on Farm,Agricultural Labourer
Shipping Clerk,Shipping Clerk
Pensioner R I C,Police Pensioner
Farm Servants,Farm Servant
Egg Merchant,Egg Merchant
Famer,Farmer
N Teacher,National School Teacher
Shepherds Daughter,Shepherd's Daughter
Shop Man,Shopman
Lady Clerk,Clerk
Horse Shoer,Horse Shoer
Servant Farm,Farm Servant
Clothier,Clothier
Labourer in Brewery,Brewery Labourer
Pupil Teacher,Teacher
Farm Work,Agricultural Labourer
Assistant Grocer,Assistant Grocer
Egg Dealer,Egg Dealer
Genl Servant,General Domestic Servant
Gardener-Domestic Servant,Gardener Domestic Servant
Agricultural Lab,Agricultural Labourer
Farmers Daughter in Law,Farmer's Daughter in Law
Cycle Mechanic,Cycle Mechanic
Interest on Money,Interest on Money
Manager,Manager
Teacher of Music,Music Teacher
Reeler in Spinning Mill,Spinning Mill Reeler
Driver,Driver
Yarn Dresser,Yarn Dresser
A Farmer,Farmer
Corn Merchant,Corn Merchant
General Clerk,Clerk
Messenger Boy,Messenger Boy
Contractor,Contractor
Flaxdresser,Flax Dresser
Gen Servant Domestic,General Domestic Servant
Cholar,Scholar
Solicitors Managing Clerk,Solicitor's Managing Clerk
Millwright,Millwright
Retired Merchant,Retired Merchant
Farmer and Miller,Farmer and Miller
Hardware Assistant,Hardware Assistant
School Mistress,Schoolmistress
Cook - Domestic Servant,Cook Domestic Servant
Bank Porter,Bank Porter
Matron,Matron
Natl Teacher,National School Teacher
Relieving Officer,Relieving Officer
Tramp,Tramp
Schoolmaster,Schoolmaster
Hardware Merchant,Hardware Merchant
F Servant,Farm Servant
Driller,Driller
Parlourmaid Domestic Servant,Parlourmaid Domestic Servant
Able Seaman,Able Seaman
Stable Man,Stableman
Assistant Draper,Assistant Draper
Cork Cutter,Cork Cutter
Quarry Man,Quarry Man
Foundry Labourer,Foundry Labourer
General Labouer,General Labourer
F Wife,Farmer's Wife
Domestic Servant Nurse,Nurse Domestic Servant
Mother,Housewife
Grocer and Farmer,Farmer and Grocer
Tea Merchant,Tea Merchant
Professor,Professor
Masons Labourer,Mason's Labourer
Cook-Domestic,Cook Domestic Servant
Shepherds Son,Shepherd's Son
Market Gardener,Market Gardener
Footman,Footman
Gardener Domestic,Gardener Domestic Servant
Civil Servant,Civil Servant
Woolen Weaver,Woolen Weaver
Builder's Labourer,Builder's Labourer
Farmes Son,Farmer's Son
Heard,Shepherd
Farmers Daught,Farmer's Daughter
Mothers Help,Mother's Help
Gentleman Farmer,Gentleman Farmer
Herds Daughter,Shepherd's Daughter
Farmer and Mason,Farmer and Mason
Schoolgirl,Scholar
Plater,Plater
Farmers Grand Son,Farmer's Grandson
Physician and Surgeon,Physician and Surgeon
Samestress,Seamstress
Boot Closer,Boot Closer
Teaching,Teacher
Assistant Teacher,Assistant Teacher
Agricultural Farm Labourer,Agricultural Labourer
Professor of Music,Music Professor
Coach Maker,Coachmaker
Writing Clerk,Writing Clerk
Rural Post Man,Rural Postman
Pharmaceutical Chemist,Pharmaceutical Chemist
Farmers Labourer,Agricultural Labourer
Druggist,Druggist
Scutcher,Scutcher
Farm Servt,Farm Servant
Mantle Maker,Mantle Maker
Farm Domestic Servant,Farm Servant
Farmer's Nephew,Farmer's Nephew
Retired Publican,Retired Publican
Income from Dividends,Shareholder
Scholler,Scholar
Domestic Servant Gardener,Gardener Domestic Servant
Semstress,Seamstress
Infants,Infant
Weaver Cambric,Cambric Weaver
Scholors,Scholar
Flax Doffer,Flax Doffer
Cotton Winder,Cotton Winder
Clerk Unemployed,Unemployed Clerk
Organist,Organist
Nill,No Occupation
Lab,General Labourer
Farmer's son,Farmer's Son
Agricultural Labourers,Agricultural Labourer
Labourer (Agricultural),Agricultural Labourer
Bricklayer's Labourer,Bricklayer's Labourer
Shephard,Shepherd
Mill Hand,Mill Hand
Railway Station Master,Railway Stationmaster
Yard Man,Yard Man
General Servt-Domestic,General Domestic Servant
General Farm Servant,Farm Servant
Student of Theology,Theology Student
H Keeper,Housekeeper
Agricultral Labourer,Agricultural Labourer
Agricultural Laboure,Agricultural Labourer
Clerk Commercial,Commercial Clerk
Tailor and Farmer,Tailor and Farmer
Clothes Dealer,Clothes Dealer
Wife of Farmer,Farmer's Wife
Rate Collector,Rate Collector
Black-Smith,Blacksmith
Yarn Bundler,Yarn Bundler
Weaver Damask,Damask Weaver
Tenter,Tenter
Labourer in Shipyard,Shipyard Labourer
Printer - Compositor,Compositor
Laundress Domestic Servant,Laundress Domestic Servant
Nat School Teacher,National School Teacher
Farmers Grand Daughter,Farmer's Granddaughter
Power Loom Tenter,Power Loom Tenter
Builder and Contractor,Builder and Contractor
Stone Dresser,Stone Dresser
Surveyor,Surveyor
Flax Preparer,Flax Preparer
Companion,Companion
Linen Waver,Linen Weaver
Vagrant,Vagrant
Smother,Smoother
Platers Helper,Plater's Helper
Farm Son,Farmer's Son
Dress Making,Dressmaker
Timber Merchant,Timber Merchant
Servant - Domestic,General Domestic Servant
Farmer and Labourer,Farmer and Labourer
Woollen Weaver,Woollen Weaver
Presbyterian Minister,Presbyterian Minister
Apprentice Fitter,Apprentice Fitter
Vegetable Dealer,Vegetable Dealer
Grocer and Spirit Merchant,Grocer and Spirit Merchant
Keeping House,Housekeeper
Tailor Master,Master Tailor
Nat Teacher,National School Teacher
Laboror,General Labourer
Plate Layer,Platelayer
Catholic Clergyman,Roman Catholic Clergyman
Spreader,Spreader
Nurse Domestic Servt,Nurse Domestic Servant
Spinner Linen,Linen Spinner
Landed Proprietor,Landed Proprietor
Railway Platelayer,Railway Platelayer
Billiard Marker,Billiard Marker
Distillery Labourer,Distillery Labourer
Roman Catholic Curate,Roman Catholic Curate
Brushmaker,Brushmaker
Roman Catholic Clergyman,Roman Catholic Clergyman
Grocer's Porter,Grocer's Porter
Fruiterer,Fruiterer
Helper,Helper
Town Postman,Town Postman
Sewing,Seamster
Veterinary Surgeon,Veterinary Surgeon
Iron Ore Miner,Iron Ore Miner
Labourer Son,Labourer's Son
Living on Interest of Money,Interest on Money
Master Carpenter,Master Carpenter
Fire Man,Fireman
Linen Manufacturer,Linen Manufacturer
Rope Maker,Ropemaker
Scollars,Scholar
Herds Son,Shepherd's Son
General Draper,General Draper
Stableman,Stableman
Priest,Priest
Fisher,Fisher
Natl School Teacher,National School Teacher
Coach Man Domestic Servant,Coachman Domestic Servant
Shop Apprentice,Shop Apprentice
Pawn Broker,Pawnbroker
Blacksmith and Farmer,Farmer and Blacksmith
Bill Poster,Bill Poster
Winder Linen,Linen Winder
School Master,Schoolmaster
Medical Doctor,Medical Doctor
Not,No Occupation
Ship Joiner,Ship Joiner
Sempstress,Seamstress
